,title,published,modified,pdfUrl,conference
558,$R^{2}$Former: Unified $R$etrieval and $R$eranking Transformer for Place Recognition,"6 April, 2023","6 April, 2023",https://arxiv.org/pdf/2304.03410,CVPR 2023
559,Open Vocabulary Semantic Segmentation with Patch Aligned Contrastive Learning,"9 December, 2022","9 December, 2022",https://arxiv.org/pdf/2212.04994,CVPR 2023
560,Hierarchical discriminative learning improves visual representations of biomedical microscopy,"2 March, 2023","2 March, 2023",https://arxiv.org/pdf/2303.01605,CVPR 2023
561,Interventional Bag Multi-Instance Learning On Whole-Slide Pathological Images,"13 March, 2023","13 March, 2023",https://arxiv.org/pdf/2303.06873,CVPR 2023
562,Gradient Norm Aware Minimization Seeks First-Order Flatness and Improves Generalization,"3 March, 2023","3 March, 2023",https://arxiv.org/pdf/2303.03108,CVPR 2023
563,Generalist: Decoupling Natural and Robust Generalization,"24 March, 2023","24 March, 2023",https://arxiv.org/pdf/2303.13813,CVPR 2023
564,RobustNeRF: Ignoring Distractors with Robust Losses,"1 February, 2023","1 February, 2023",https://arxiv.org/pdf/2302.00833,CVPR 2023
565,Transforming Radiance Field with Lipschitz Network for Photorealistic 3D Scene Stylization,"23 March, 2023","23 March, 2023",https://arxiv.org/pdf/2303.13232,CVPR 2023
566,ReLight My NeRF: A Dataset for Novel View Synthesis and Relighting of Real World Objects,"20 April, 2023","20 April, 2023",https://arxiv.org/pdf/2304.10448,CVPR 2023
567,3D Highlighter: Localizing Regions on 3D Shapes via Text Descriptions,"21 December, 2022","21 December, 2022",https://arxiv.org/pdf/2212.11263,CVPR 2023
568,Next3D: Generative Neural Texture Rasterization for 3D-Aware Head Avatars,"21 November, 2022","13 March, 2023",https://arxiv.org/pdf/2211.11208,CVPR 2023
569,Flow supervision for Deformable NeRF,"28 March, 2023","28 March, 2023",https://arxiv.org/pdf/2303.16333,CVPR 2023
570,AutoRecon: Automated 3D Object Discovery and Reconstruction,"15 May, 2023","15 May, 2023",https://arxiv.org/pdf/2305.08810,CVPR 2023
571,3D Line Mapping Revisited,"30 March, 2023","30 March, 2023",https://arxiv.org/pdf/2303.17504,CVPR 2023
572,VL-SAT: Visual-Linguistic Semantics Assisted Training for 3D Semantic Scene Graph Prediction in Point Cloud,"25 March, 2023","25 March, 2023",https://arxiv.org/pdf/2303.14408,CVPR 2023
573,LaserMix for Semi-Supervised LiDAR Semantic Segmentation,"30 June, 2022","13 April, 2023",https://arxiv.org/pdf/2207.00026,CVPR 2023
574,ProphNet: Efficient Agent-Centric Motion Forecasting with Anchor-Informed Proposals,"21 March, 2023","8 May, 2023",https://arxiv.org/pdf/2303.12071,CVPR 2023
575,SceneComposer: Any-Level Semantic Image Synthesis,"21 November, 2022","21 November, 2022",https://arxiv.org/pdf/2211.11742,CVPR 2023
576,DreamBooth: Fine Tuning Text-to-Image Diffusion Models for Subject-Driven Generation,"25 August, 2022","15 March, 2023",https://arxiv.org/pdf/2208.12242,CVPR 2023
577,Towards Accurate Image Coding: Improved Autoregressive Image Generation with Dynamic Vector Quantization,"19 May, 2023","19 May, 2023",https://arxiv.org/pdf/2305.11718,CVPR 2023
578,DisCo-CLIP: A Distributed Contrastive Loss for Memory Efficient CLIP Training,"17 April, 2023","17 April, 2023",https://arxiv.org/pdf/2304.08480,CVPR 2023
579,HierVL: Learning Hierarchical Video-Language Embeddings,"5 January, 2023","5 January, 2023",https://arxiv.org/pdf/2301.02311,CVPR 2023
580,CVT-SLR: Contrastive Visual-Textual Transformation for Sign Language Recognition with Variational Alignment,"10 March, 2023","12 April, 2023",https://arxiv.org/pdf/2303.05725,CVPR 2023
581,Being Comes from Not-being: Open-vocabulary Text-to-Motion Generation with Wordless Training,"28 October, 2022","24 March, 2023",https://arxiv.org/pdf/2210.15929,CVPR 2023
582,"Zero-Shot Everything Sketch-Based Image Retrieval, and in Explainable Style","24 March, 2023","24 March, 2023",https://arxiv.org/pdf/2303.14348,CVPR 2023
583,REVEAL: Retrieval-Augmented Visual-Language Pre-Training with Multi-Source Multimodal Knowledge Memory,"10 December, 2022","3 April, 2023",https://arxiv.org/pdf/2212.05221,CVPR 2023
584,Improving Cross-Modal Retrieval with Set of Diverse Embeddings,"30 November, 2022","28 February, 2023",https://arxiv.org/pdf/2211.16761,CVPR 2023
585,GRES: Generalized Referring Expression Segmentation,"1 June, 2023","1 June, 2023",https://arxiv.org/pdf/2306.00968,CVPR 2023
586,Hierarchical Dense Correlation Distillation for Few-Shot Segmentation,"26 March, 2023","26 March, 2023",https://arxiv.org/pdf/2303.14652,CVPR 2023
587,Box-Level Active Detection,"23 March, 2023","23 March, 2023",https://arxiv.org/pdf/2303.13089,CVPR 2023
588,Devil is in the Queries: Advancing Mask Transformers for Real-world Medical Image Segmentation and Out-of-Distribution Localization,"31 March, 2023","31 March, 2023",https://arxiv.org/pdf/2304.00212,CVPR 2023
589,On the Effects of Self-supervision and Contrastive Alignment in Deep Multi-view Clustering,"17 March, 2023","17 March, 2023",https://arxiv.org/pdf/2303.09877,CVPR 2023
590,Critical Learning Periods for Multisensory Integration in Deep Networks,"6 October, 2022","6 October, 2022",https://arxiv.org/pdf/2210.04643,CVPR 2023
591,Deep Graph Reprogramming,"27 April, 2023","27 April, 2023",https://arxiv.org/pdf/2304.14593,CVPR 2023
